topic,issue_number,title,url,state,labels,created_at,updated_at,last_seen_at,archived_at,archive_reason,linked_pr_status,difficulty,component,learning_value,fixability,my_status,notes,next_action
attention_kernels,35919,[Feature]: FA4 MLA decode,https://github.com/vllm-project/vllm/issues/35919,open,feature request,2026-03-03T21:54:42Z,2026-05-04T07:08:47Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,36804,[Feature]: FA4 Attention Sinks,https://github.com/vllm-project/vllm/issues/36804,open,feature request,2026-03-11T16:42:03Z,2026-03-11T16:42:03Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,36843,[Bug]: VLLM 0.17.1 initial mtp with FLASH_ATTN randomly crash,https://github.com/vllm-project/vllm/issues/36843,open,bug,2026-03-12T03:48:46Z,2026-04-01T09:01:14Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,36922,[Performance]: Flashinfer TRTLLM MoE for Qwen3.5,https://github.com/vllm-project/vllm/issues/36922,open,performance,2026-03-12T19:48:48Z,2026-03-12T19:59:27Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,37242,[Community] RTX 5090 (Blackwell sm_120) + WSL2 2.7.0: CUDA graphs work — benchmarks + full config,https://github.com/vllm-project/vllm/issues/37242,open,,2026-03-17T01:02:54Z,2026-04-26T10:54:43Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,37995,[RFC]: Prefill Context Parallel for Qwen3.5 Hybrid Attention,https://github.com/vllm-project/vllm/issues/37995,open,feature request,2026-03-24T10:57:46Z,2026-03-27T03:51:35Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,38175,[RFC]: Support ViT Full CUDA Graph (Tracker),https://github.com/vllm-project/vllm/issues/38175,open,"help wanted, RFC, multi-modality",2026-03-26T02:22:01Z,2026-05-02T14:15:41Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
attention_kernels,38694,[RFC]: O(1) KV Cache for vLLM: 4.8x Speedup & 22x More Accurate than TurboQuant on Qwen2.5-7B,https://github.com/vllm-project/vllm/issues/38694,open,feature request,2026-04-01T05:47:56Z,2026-04-15T12:26:47Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,38725,[Proposal] Topology-Aware KV Cache Compression for Memory-Efficient Inference,https://github.com/vllm-project/vllm/issues/38725,open,performance,2026-04-01T14:20:23Z,2026-04-07T18:13:05Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,38916,[Bug]: Qwen3.5 Inference TimeoutError with flashinfer gdn backend,https://github.com/vllm-project/vllm/issues/38916,open,bug,2026-04-03T14:50:17Z,2026-04-03T17:51:09Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,38924,[Bug][ROCm] GLM-5 MXFP4 sparse MLA decode crash on MI355x,https://github.com/vllm-project/vllm/issues/38924,open,rocm,2026-04-03T16:36:05Z,2026-04-03T16:36:16Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,38972,[Bug]: Mistral Small 4 (119B MoE) fails to start on ROCm MI325X - two blocking issues,https://github.com/vllm-project/vllm/issues/38972,open,"bug, rocm",2026-04-04T07:31:17Z,2026-04-30T04:20:06Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
attention_kernels,39193,[Feature]: Tri-attention merge?,https://github.com/vllm-project/vllm/issues/39193,open,feature request,2026-04-07T14:03:55Z,2026-04-07T14:03:55Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,39241,KV cache compression via E8 lattice VQ — 10-33x with PagedAttention integration,https://github.com/vllm-project/vllm/issues/39241,open,,2026-04-07T22:50:22Z,2026-04-08T08:08:03Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,39308,[Performance] DSV3.2 Indexer: Overlap indexer op || q_b_proj + MLA RoPE on separate CUDA streams,https://github.com/vllm-project/vllm/issues/39308,open,performance,2026-04-08T14:36:04Z,2026-04-08T15:28:10Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,39357,[vLLM IR] Remove AITER/FlashInfer environment variables,https://github.com/vllm-project/vllm/issues/39357,open,"rocm, nvidia, vllm-ir",2026-04-08T22:27:34Z,2026-04-08T22:27:34Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,39722,Gibberish with flashinfer_nvlink_two_sided on GB200/arm64,https://github.com/vllm-project/vllm/issues/39722,open,,2026-04-13T17:14:40Z,2026-04-13T17:20:32Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,39954,Guided vLLM install mission in KubeStellar Console,https://github.com/vllm-project/vllm/issues/39954,open,,2026-04-16T00:04:07Z,2026-04-23T07:23:25Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,40047,[Bug][Tracking Issue]: NaNs in CUDA Graph padding regions corrupt activations in some per-token kernels,https://github.com/vllm-project/vllm/issues/40047,open,,2026-04-16T18:06:45Z,2026-04-24T18:03:25Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,40051,[Feature] Support passing configuration to custom attention backends,https://github.com/vllm-project/vllm/issues/40051,open,,2026-04-16T18:40:16Z,2026-04-16T20:37:38Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
attention_kernels,40069,[Tracking issue]: TurboQuant/HIGGS Attention follow-ups,https://github.com/vllm-project/vllm/issues/40069,open,quantization,2026-04-16T21:54:28Z,2026-04-29T12:09:23Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
attention_kernels,40260,[Bug]: Incompatible dimension when using Mistral Small 4,https://github.com/vllm-project/vllm/issues/40260,open,bug,2026-04-18T19:15:58Z,2026-04-28T01:08:47Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,40544,[Feature]: Integrate fused `kMoEFinalizeARResidualRMSNorm` from FlashInfer,https://github.com/vllm-project/vllm/issues/40544,open,"help wanted, feature request",2026-04-21T19:22:16Z,2026-04-22T22:45:55Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,40608,"[Kimi] Track Kimi K2.5/K2.6 MLA + EAGLE serving on Blackwell (DCP4/DCP8, FP8 KV, draft backend split)",https://github.com/vllm-project/vllm/issues/40608,open,,2026-04-22T11:09:08Z,2026-04-26T02:03:53Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
attention_kernels,40742,[Bug]: CUDA graph capture crashes during startup due to Inductor autotuning torch.cuda.synchronize() inside graph capture (FULL_DECODE_ONLY + MLA + FP8) when PDL is enabled,https://github.com/vllm-project/vllm/issues/40742,open,torch.compile,2026-04-23T21:43:42Z,2026-04-24T01:28:52Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,40901,[Installation]:  ERROR: Failed building wheel for vllm,https://github.com/vllm-project/vllm/issues/40901,open,installation,2026-04-26T05:25:15Z,2026-04-26T05:27:04Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,41257,[Bug]: vLLM + FlexAttention crashes with torch._dynamo.exc.InternalTorchDynamoError: AcceleratorError: CUDA error: misaligned address,https://github.com/vllm-project/vllm/issues/41257,open,bug,2026-04-29T15:56:08Z,2026-05-02T07:41:51Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
attention_kernels,41278,[Feature]: Helion Kernels for MLA (Decode),https://github.com/vllm-project/vllm/issues/41278,open,feature request,2026-04-29T19:33:07Z,2026-04-29T19:33:07Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,41525,[Bug]: the A800 architecture cannot start the glm5.1 model.,https://github.com/vllm-project/vllm/issues/41525,open,bug,2026-05-03T01:06:56Z,2026-05-03T01:07:05Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,41650,📝 Integration Proposal: CAJAL — Scientific Paper Model Serving,https://github.com/vllm-project/vllm/issues/41650,open,,2026-05-04T16:18:38Z,2026-05-04T16:18:38Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
attention_kernels,41651,[Bug]: FlashInfer attention + FP8 KV cache + CUDA graphs produces random output on RTX 6000 Pro Blackwell (sm_120); TRITON_ATTN backend works,https://github.com/vllm-project/vllm/issues/41651,open,bug,2026-05-04T16:23:45Z,2026-05-04T20:25:44Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
compilation_runtime,19817,[Feature]: `CustomOp` cleanup,https://github.com/vllm-project/vllm/issues/19817,open,"help wanted, good first issue, feature request, keep-open, startup-ux",2025-06-18T20:10:27Z,2026-03-13T22:29:23Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,20402,[RFC]: vLLM-compile (minus cudagraphs) warm-start time should be close to zero,https://github.com/vllm-project/vllm/issues/20402,open,"RFC, torch.compile, unstale, startup-ux",2025-07-02T22:04:20Z,2026-03-02T03:29:29Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,22945,[Feature][CUDAGraph]: Audit CUDAGraph support in attention backends,https://github.com/vllm-project/vllm/issues/22945,open,"feature request, unstale",2025-08-14T23:43:56Z,2026-02-27T02:21:45Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,24896,[Bug]: triton cache path for standalone_compile seems wrong,https://github.com/vllm-project/vllm/issues/24896,open,"bug, torch.compile, unstale, needs reproduction",2025-09-15T18:05:51Z,2026-03-25T02:17:59Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,25623,[Bug]: torch.compile padding causes IMA on Hopper + DBO,https://github.com/vllm-project/vllm/issues/25623,open,"bug, help wanted, torch.compile, unstale",2025-09-25T02:50:34Z,2026-03-08T02:18:29Z,2026-05-01T21:34:43+00:00,2026-05-01T21:27:51+00:00,linked_pr,linked,,,,,archived_linked_pr,,
compilation_runtime,26211,[Bug]: vLLM does not support DeepSeek series on RTX PRO 6000/SM120,https://github.com/vllm-project/vllm/issues/26211,open,bug,2025-10-04T05:52:15Z,2026-04-24T15:02:33Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,26299,[Bug]: splitting_ops can be updated after it gets included in the compile cache key,https://github.com/vllm-project/vllm/issues/26299,open,"bug, torch.compile, stale",2025-10-06T14:58:37Z,2026-04-22T02:17:29Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,27080,[RFC]: To Inductor partition or to not Inductor partition (by default in v0.11.1),https://github.com/vllm-project/vllm/issues/27080,open,RFC,2025-10-17T06:22:20Z,2026-02-17T16:08:47Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,27699,[Bug]: Inductor fails to fuse pointwise ops with sequence parallelism + async TP,https://github.com/vllm-project/vllm/issues/27699,open,"bug, torch.compile, keep-open",2025-10-29T00:26:57Z,2026-03-12T15:46:32Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,27828,[Performance][torch.compile]: Inductor partition performance issues,https://github.com/vllm-project/vllm/issues/27828,open,performance,2025-10-30T20:00:03Z,2026-03-19T08:41:38Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,28868,"[Bug]: When compiling with ranges, we should pass the range information to Inductor",https://github.com/vllm-project/vllm/issues/28868,open,"bug, torch.compile, stale",2025-11-17T15:41:50Z,2026-04-22T02:17:04Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,30644,[Feature]: FLASHMLA_SPARSE (SM90/SM100 only) fallback to TILELANG reference kernel (supports ALL),https://github.com/vllm-project/vllm/issues/30644,open,"feature request, stale",2025-12-14T11:30:19Z,2026-04-30T02:19:20Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,31985,[Feature]: Unwrap FusedMoE custom op,https://github.com/vllm-project/vllm/issues/31985,open,"feature request, torch.compile",2026-01-08T17:26:45Z,2026-04-23T20:33:28Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
compilation_runtime,32062,[Bug]: Dynamic shapes config applied in decortators not set for conditional range compilation,https://github.com/vllm-project/vllm/issues/32062,open,bug,2026-01-09T22:56:13Z,2026-02-03T19:37:27Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,32324,[Feature]: Support setting the default max_graph_size according to different platforms,https://github.com/vllm-project/vllm/issues/32324,open,"feature request, stale",2026-01-14T10:34:48Z,2026-04-15T02:15:35Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,32358,[RFC]: vLLM IR: A Functional Intermediate Representation for vLLM,https://github.com/vllm-project/vllm/issues/32358,open,"RFC, torch.compile, vllm-ir",2026-01-14T23:06:26Z,2026-04-24T09:39:14Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
compilation_runtime,34956,[RFC]: Overlap weight loading with torch.compile compilation,https://github.com/vllm-project/vllm/issues/34956,open,"RFC, torch.compile",2026-02-20T14:30:48Z,2026-03-25T15:56:58Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,35084,"[Bug]: VLLM tries to load ""inductor"" instead of custom compiler",https://github.com/vllm-project/vllm/issues/35084,open,"bug, torch.compile",2026-02-23T07:51:57Z,2026-02-23T15:13:47Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,35771,[RFC][torch.compile]: Disable Sequence Parallelism (SP) for piecewise compilation,https://github.com/vllm-project/vllm/issues/35771,open,"RFC, torch.compile",2026-03-02T17:21:20Z,2026-04-23T05:32:45Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,35915,TPU: Override use_custom_op_collectives() in TpuPlatform,https://github.com/vllm-project/vllm/issues/35915,open,,2026-03-03T21:20:44Z,2026-03-03T21:20:44Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,36103,[Bug]: torch._inductor.exc.InductorError:,https://github.com/vllm-project/vllm/issues/36103,open,bug,2026-03-05T06:25:57Z,2026-03-05T06:25:57Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,37363,fix(compilation): fix piecewise CUDA graph bugs with splitting_ops,https://github.com/vllm-project/vllm/issues/37363,open,,2026-03-18T01:08:50Z,2026-03-18T15:41:43Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,37372,Port custom ops to native Inductor multi-stream support,https://github.com/vllm-project/vllm/issues/37372,open,,2026-03-18T03:12:35Z,2026-03-18T16:00:48Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,37850,"[Performance]: Request vLLM input: FlashInfer JIT ops not registered as proper torch.ops custom ops, breaking torch.compile(fullgraph=True) — upstream fix in progress at flashinfer#2734",https://github.com/vllm-project/vllm/issues/37850,open,performance,2026-03-23T04:36:09Z,2026-03-23T15:33:23Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,37919,[Bug]: Qwen3.5-35B-A3B compile cache miss 100% on subgraphs.,https://github.com/vllm-project/vllm/issues/37919,open,"bug, torch.compile",2026-03-23T19:45:16Z,2026-03-24T14:20:44Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
compilation_runtime,38208,[Bug]: CUDA Illegal Instruction during CUDA Graph capture with Nemotron-3-Nano NVFP4 on sm_121,https://github.com/vllm-project/vllm/issues/38208,open,bug,2026-03-26T08:21:05Z,2026-03-26T08:21:05Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,38486,[Bug]: cuda graph takes too much memory for qwen 3.5,https://github.com/vllm-project/vllm/issues/38486,open,bug,2026-03-29T19:01:46Z,2026-04-10T19:45:45Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,38527,[Bug]: Qwen3.5-35B-A3B-FP8 model outputs all exclamation points,https://github.com/vllm-project/vllm/issues/38527,open,bug,2026-03-30T08:09:16Z,2026-04-09T14:37:43Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,39010,[Bug]: Hang During CUDA Graph Capture on ROCM in 0.19,https://github.com/vllm-project/vllm/issues/39010,open,"bug, rocm",2026-04-05T03:21:57Z,2026-04-28T21:33:40Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,39096,[Bug]: Batch invariance breaks with torch.compile and/or CUDA graphs on SM<90,https://github.com/vllm-project/vllm/issues/39096,open,bug,2026-04-06T17:59:49Z,2026-04-17T14:18:21Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,39356,[torch.compile] Proper PassManager infrastructure,https://github.com/vllm-project/vllm/issues/39356,open,"torch.compile, vllm-ir",2026-04-08T22:23:27Z,2026-04-08T22:23:48Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,39428,[torch.compile] E2E correctness testing for fusions,https://github.com/vllm-project/vllm/issues/39428,open,"help wanted, torch.compile",2026-04-09T16:05:24Z,2026-04-20T17:21:50Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
compilation_runtime,39479,[torch.compile] config hashing refactor follow-ups,https://github.com/vllm-project/vllm/issues/39479,open,"help wanted, good first issue, feature request",2026-04-10T05:32:22Z,2026-05-01T17:25:23Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,compilation/config hashing,high,high,archived_linked_pr,,Read compilation config hash TODOs; pick one small refactor
compilation_runtime,40113,[CI Failure]: Multi-Modal Processor (CPU),https://github.com/vllm-project/vllm/issues/40113,open,ci-failure,2026-04-17T06:51:29Z,2026-04-17T06:51:29Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,40543,[Feature]: Dynamic PDL Enablement,https://github.com/vllm-project/vllm/issues/40543,open,feature request,2026-04-21T19:13:51Z,2026-04-23T00:47:03Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
compilation_runtime,40937,[Bug]: profile_cudagraph_memory() ignores GPU memory clamp on sliced GPUs (HAMi/MIG/MPS) — --gpu-memory-utilization is inert with AutoRound INT4 + fp8_e5m2 KV + FlashInfer + CUDA graphs,https://github.com/vllm-project/vllm/issues/40937,open,,2026-04-26T21:05:07Z,2026-04-26T21:05:57Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
compilation_runtime,41296,[RFC]: Custom graph dumping for vLLM-compile and depyf deprecation,https://github.com/vllm-project/vllm/issues/41296,open,"RFC, torch.compile",2026-04-29T22:26:51Z,2026-04-30T14:37:43Z,2026-05-01T21:34:43+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
compilation_runtime,41410,[Bug]: DSV4 TileLang JIT fails with 'Permission denied: /tmp/tvm-debug-mode-tempdirs/...' on shared multi-user hosts,https://github.com/vllm-project/vllm/issues/41410,open,bug,2026-04-30T20:37:02Z,2026-05-01T04:06:59Z,2026-05-01T21:34:43+00:00,2026-05-05T05:15:36+00:00,removed_topic,unlinked,,,,,archived_removed_topic,,
distributed_pd,25870,[Bug]: gpt-oss-120b failed with data-parallel-size >1,https://github.com/vllm-project/vllm/issues/25870,open,"bug, unstale",2025-09-29T09:36:08Z,2026-02-28T02:16:41Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,27742,[RFC]: KV cache layout combining all layers per block,https://github.com/vllm-project/vllm/issues/27742,open,"RFC, stale",2025-10-29T11:54:15Z,2026-04-30T02:19:58Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,30501,[Bug]/[Feature]:NIXL Disaggregated Serving Fails with Pipeline Parallelism (PP > 1),https://github.com/vllm-project/vllm/issues/30501,open,bug,2025-12-11T17:16:02Z,2026-03-31T06:37:57Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,31337,[Bug]: Failed to capture CUDA kernel data and GPU memory data when running vllm with tensor_parallel_size=1,https://github.com/vllm-project/vllm/issues/31337,open,"bug, stale",2025-12-25T09:13:27Z,2026-04-28T02:18:51Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,31398,[Doc]: Eagle3 with tensor parallelism,https://github.com/vllm-project/vllm/issues/31398,open,"documentation, stale",2025-12-27T03:10:50Z,2026-04-14T02:16:42Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
distributed_pd,31490,[Performance]: The prefill phase in the disaggregated_serving_p2p_nccl_xpyd example exhibits poor performance,https://github.com/vllm-project/vllm/issues/31490,open,"performance, stale",2025-12-29T10:03:46Z,2026-04-13T02:20:24Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,32187,[Bug]: AttributeError: module 'vllm.distributed.parallel_state' has no attribute 'get_tensor_model_parallel_group'. Did you mean: 'get_tensor_model_parallel_rank'?,https://github.com/vllm-project/vllm/issues/32187,open,bug,2026-01-12T14:48:37Z,2026-02-19T07:34:41Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,32733,[RFC]: [P/D] Prefill compute optimizations with bi-directional KV cache transfers between P and D nodes,https://github.com/vllm-project/vllm/issues/32733,open,RFC,2026-01-20T22:27:13Z,2026-04-30T12:53:33Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,32898,[Bug][Mooncake]: Incorrect/Incoherent model output in P/D on v0.14.0,https://github.com/vllm-project/vllm/issues/32898,open,"bug, stale",2026-01-23T02:00:55Z,2026-04-30T02:17:20Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,33628,[Bug]: Failed to run distributed inference with Gloo backend on aarch64,https://github.com/vllm-project/vllm/issues/33628,open,"bug, cpu",2026-02-03T01:57:35Z,2026-02-11T17:01:14Z,2026-05-05T05:54:14+00:00,,,unlinked,,,,,new,,
distributed_pd,33702,[Roadmap]: PD Disaggregation with `NixlConnector` Roadmap,https://github.com/vllm-project/vllm/issues/33702,open,"help wanted, feature request",2026-02-03T14:55:43Z,2026-04-28T14:51:25Z,2026-05-05T05:54:14+00:00,2026-05-01T21:34:43+00:00,linked_pr,linked,,,,,archived_linked_pr,,
